order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,discount,sale_price,profit
1954,2023-05-11,Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Chairs,FUR-CH-10003379,1190,1280,5,3,38.4,1241.6,51.59999999999991
1955,2023-05-24,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10004582,0,0,3,3,0.0,0.0,0.0
1956,2023-03-02,Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10002842,210,240,2,2,4.8,235.2,25.19999999999999
1957,2023-02-08,Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10000109,140,170,3,4,6.8,163.2,23.19999999999999
1958,2023-05-02,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10003893,20,20,4,2,0.4,19.6,-0.3999999999999986
1959,2023-01-05,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,OFF-BI-10003669,20,20,3,2,0.4,19.6,-0.3999999999999986
1960,2023-01-21,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Appliances,OFF-AP-10004785,30,30,3,2,0.6,29.4,-0.6000000000000014
1961,2022-12-23,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Technology,Accessories,TEC-AC-10003023,270,300,5,5,15.0,285.0,15.0
1962,2022-10-19,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Technology,Accessories,TEC-AC-10002217,90,110,6,4,4.4,105.6,15.599999999999994
1963,2023-04-05,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,OFF-BI-10002954,10,10,3,2,0.2,9.8,-0.1999999999999993
1964,2023-09-05,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,OFF-PA-10002586,20,20,5,2,0.4,19.6,-0.3999999999999986
1965,2022-06-10,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,OFF-ST-10000025,250,290,3,2,5.8,284.2,34.19999999999999
1966,2022-07-22,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Appliances,OFF-AP-10003281,20,20,2,4,0.8,19.2,-0.8000000000000007
1967,2022-04-04,Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Technology,Phones,TEC-PH-10002103,240,280,3,5,14.0,266.0,26.0
1968,2022-10-18,Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Office Supplies,Supplies,OFF-SU-10000898,60,70,5,5,3.5,66.5,6.5
1969,2023-01-11,Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Office Supplies,Paper,OFF-PA-10001144,140,170,3,5,8.5,161.5,21.5
1970,2022-06-02,Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Technology,Accessories,TEC-AC-10004659,230,290,4,4,11.6,278.4,48.39999999999998
1971,2022-12-20,Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Art,OFF-AR-10004752,10,10,3,5,0.5,9.5,-0.5
1972,2023-06-25,Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Technology,Accessories,TEC-AC-10004659,380,410,7,3,12.299999999999999,397.7,17.69999999999999
1973,2023-04-30,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,OFF-BI-10001249,10,10,4,4,0.4,9.6,-0.40000000000000036
1974,2022-02-05,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Fasteners,OFF-FA-10003059,0,0,2,4,0.0,0.0,0.0
1975,2023-06-21,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,TEC-AC-10002718,40,40,3,2,0.8,39.2,-0.7999999999999972
1976,2023-07-05,Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Office Supplies,Storage,OFF-ST-10001522,260,280,3,2,5.6000000000000005,274.4,14.399999999999977
1977,2022-09-27,Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Technology,Phones,TEC-PH-10002352,1310,1390,5,5,69.5,1320.5,10.5
1978,2023-06-05,Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Furniture,Chairs,FUR-CH-10003774,470,550,6,2,11.0,539.0,69.0
1979,2022-01-05,Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Art,OFF-AR-10000127,10,10,2,2,0.2,9.8,-0.1999999999999993
1980,2022-07-18,Same Day,Consumer,United States,Glendale,Arizona,85301,West,Furniture,Chairs,FUR-CH-10004086,800,930,4,4,37.2,892.8,92.79999999999995
1981,2023-09-28,Same Day,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Storage,OFF-ST-10001228,40,40,4,5,2.0,38.0,-2.0
1982,2022-01-17,Second Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,OFF-BI-10004187,0,0,2,2,0.0,0.0,0.0
1983,2022-03-27,Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Phones,TEC-PH-10003811,430,480,4,3,14.399999999999999,465.6,35.60000000000002
1984,2023-05-22,Second Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Appliances,OFF-AP-10000240,280,320,6,4,12.8,307.2,27.19999999999999
1985,2022-07-01,Second Class,Corporate,United States,Brentwood,California,94513,West,Furniture,Furnishings,FUR-FU-10001940,20,20,3,2,0.4,19.6,-0.3999999999999986
1986,2022-06-16,Second Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Paper,OFF-PA-10000575,30,30,4,2,0.6,29.4,-0.6000000000000014
1987,2023-10-20,First Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Copiers,TEC-CO-10001449,1200,1440,4,5,72.0,1368.0,168.0
1988,2022-04-14,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,OFF-BI-10002393,20,20,3,3,0.6,19.4,-0.6000000000000014
1989,2023-02-09,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Furniture,Tables,FUR-TA-10002855,870,1020,7,5,51.0,969.0,99.0
1990,2022-01-29,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Envelopes,OFF-EN-10000781,30,30,3,4,1.2,28.8,-1.1999999999999993
1991,2022-04-17,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,OFF-PA-10002160,20,20,3,5,1.0,19.0,-1.0
1992,2023-07-16,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10004970,0,0,4,4,0.0,0.0,0.0
1993,2022-11-04,Standard Class,Home Office,United States,Springfield,Oregon,97477,West,Office Supplies,Labels,OFF-LA-10003923,60,70,6,2,1.4000000000000001,68.6,8.599999999999994
1994,2023-11-05,Standard Class,Home Office,United States,Springfield,Oregon,97477,West,Office Supplies,Art,OFF-AR-10002257,10,10,2,3,0.3,9.7,-0.3000000000000007
1995,2022-11-22,Standard Class,Home Office,United States,Springfield,Oregon,97477,West,Office Supplies,Fasteners,OFF-FA-10004395,10,10,3,4,0.4,9.6,-0.40000000000000036
1996,2023-01-25,Second Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Appliances,OFF-AP-10002534,260,290,5,3,8.7,281.3,21.30000000000001
1997,2022-08-03,Second Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Furnishings,FUR-FU-10004020,10,10,4,3,0.3,9.7,-0.3000000000000007
1998,2023-05-27,First Class,Corporate,United States,Chesapeake,Virginia,23320,South,Office Supplies,Labels,OFF-LA-10002787,20,20,4,5,1.0,19.0,-1.0
1999,2022-09-06,First Class,Corporate,United States,Chesapeake,Virginia,23320,South,Technology,Phones,TEC-PH-10003645,140,160,1,2,3.2,156.8,16.80000000000001
2000,2023-04-17,First Class,Corporate,United States,Chesapeake,Virginia,23320,South,Technology,Phones,TEC-PH-10001615,110,140,5,3,4.2,135.8,25.80000000000001
2001,2023-12-20,Standard Class,Consumer,United States,Pasadena,California,91104,West,Technology,Accessories,TEC-AC-10001767,170,200,5,2,4.0,196.0,26.0
2002,2022-10-29,Standard Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Art,OFF-AR-10001221,30,40,7,3,1.2,38.8,8.799999999999997
2003,2022-07-16,Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Storage,OFF-ST-10000563,100,100,3,3,3.0,97.0,-3.0
2004,2022-09-11,Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,FUR-CH-10001146,290,300,5,5,15.0,285.0,-5.0
2005,2023-07-02,Standard Class,Home Office,United States,Lubbock,Texas,79424,Central,Office Supplies,Binders,OFF-BI-10004738,10,10,3,4,0.4,9.6,-0.40000000000000036
2006,2022-03-08,Standard Class,Corporate,United States,Columbia,Missouri,65203,Central,Office Supplies,Art,OFF-AR-10000034,30,30,7,5,1.5,28.5,-1.5
2007,2023-11-05,Standard Class,Corporate,United States,Columbia,Missouri,65203,Central,Technology,Accessories,TEC-AC-10000290,40,50,7,5,2.5,47.5,7.5
2008,2023-10-16,First Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Bookcases,FUR-BO-10003034,150,180,2,4,7.2,172.8,22.80000000000001
2009,2023-12-19,Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Art,OFF-AR-10001315,0,0,3,5,0.0,0.0,0.0
2010,2023-03-10,Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Appliances,OFF-AP-10002118,270,330,2,2,6.6000000000000005,323.4,53.39999999999998
2011,2022-07-10,Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Paper,OFF-PA-10002137,20,20,4,2,0.4,19.6,-0.3999999999999986
2012,2022-06-16,Same Day,Consumer,United States,Houston,Texas,77041,Central,Technology,Accessories,TEC-AC-10001606,150,160,2,4,6.4,153.6,3.5999999999999943
2013,2023-03-12,Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Storage,OFF-ST-10000943,50,50,3,3,1.5,48.5,-1.5
2014,2022-08-10,Standard Class,Consumer,United States,Auburn,Alabama,36830,South,Furniture,Chairs,FUR-CH-10001854,290,350,1,3,10.5,339.5,49.5
2015,2023-09-25,Standard Class,Consumer,United States,Auburn,Alabama,36830,South,Office Supplies,Paper,OFF-PA-10000533,10,10,2,4,0.4,9.6,-0.40000000000000036
2016,2023-09-06,Standard Class,Consumer,United States,Auburn,Alabama,36830,South,Office Supplies,Storage,OFF-ST-10003716,820,900,4,4,36.0,864.0,44.0
2017,2023-01-17,Standard Class,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Binders,OFF-BI-10000088,20,20,2,4,0.8,19.2,-0.8000000000000007
2018,2022-05-05,Standard Class,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Labels,OFF-LA-10000240,10,10,2,3,0.3,9.7,-0.3000000000000007
2019,2023-02-04,Standard Class,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Supplies,OFF-SU-10001165,20,30,4,2,0.6,29.4,9.399999999999999
2020,2023-04-17,Standard Class,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Paper,OFF-PA-10002749,30,40,6,4,1.6,38.4,8.399999999999999
2021,2023-07-04,First Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,OFF-ST-10001490,1430,1610,9,2,32.2,1577.8,147.79999999999995
2022,2023-06-26,First Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,OFF-PA-10002377,20,20,3,5,1.0,19.0,-1.0
2023,2023-11-01,First Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Binders,OFF-BI-10004826,50,50,3,2,1.0,49.0,-1.0
2024,2022-12-23,First Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Chairs,FUR-CH-10004675,700,870,4,5,43.5,826.5,126.5
2025,2022-07-22,Second Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Binders,OFF-BI-10002867,200,240,5,3,7.199999999999999,232.8,32.80000000000001
2026,2023-12-11,First Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Bookcases,FUR-BO-10004409,110,140,2,2,2.8000000000000003,137.2,27.19999999999999
2027,2022-02-28,Second Class,Home Office,United States,Lancaster,California,93534,West,Office Supplies,Binders,OFF-BI-10002225,30,30,2,2,0.6,29.4,-0.6000000000000014
2028,2023-02-01,Second Class,Home Office,United States,Lancaster,California,93534,West,Office Supplies,Binders,OFF-BI-10001989,60,70,4,3,2.1,67.9,7.900000000000006
2029,2023-02-20,Standard Class,Corporate,United States,Leominster,Massachusetts,1453,East,Office Supplies,Binders,OFF-BI-10000343,10,10,3,4,0.4,9.6,-0.40000000000000036
2030,2023-05-12,Standard Class,Corporate,United States,Leominster,Massachusetts,1453,East,Office Supplies,Storage,OFF-ST-10001172,90,100,5,3,3.0,97.0,7.0
2031,2023-04-09,Standard Class,Corporate,United States,Leominster,Massachusetts,1453,East,Office Supplies,Binders,OFF-BI-10003707,60,60,4,3,1.7999999999999998,58.2,-1.7999999999999972
2032,2023-10-05,Standard Class,Corporate,United States,Leominster,Massachusetts,1453,East,Office Supplies,Paper,OFF-PA-10001274,10,10,3,2,0.2,9.8,-0.1999999999999993
2033,2022-07-19,Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Paper,OFF-PA-10002250,10,10,2,4,0.4,9.6,-0.40000000000000036
2034,2023-11-24,Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Art,OFF-AR-10000475,10,10,1,5,0.5,9.5,-0.5
2035,2022-06-14,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Binders,OFF-BI-10002976,10,10,2,3,0.3,9.7,-0.3000000000000007
2036,2023-01-27,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Furniture,Chairs,FUR-CH-10003061,250,270,3,5,13.5,256.5,6.5
2037,2022-06-12,Standard Class,Home Office,United States,Bozeman,Montana,59715,West,Office Supplies,Paper,OFF-PA-10002893,20,30,3,3,0.8999999999999999,29.1,9.100000000000001
2038,2022-12-12,Standard Class,Home Office,United States,Bozeman,Montana,59715,West,Office Supplies,Labels,OFF-LA-10003077,10,10,2,3,0.3,9.7,-0.3000000000000007
2039,2022-12-01,Standard Class,Home Office,United States,Peoria,Arizona,85345,West,Office Supplies,Paper,OFF-PA-10001661,10,10,3,3,0.3,9.7,-0.3000000000000007
2040,2023-12-26,Standard Class,Home Office,United States,Peoria,Arizona,85345,West,Office Supplies,Binders,OFF-BI-10004656,0,0,7,3,0.0,0.0,0.0
2041,2023-11-02,Standard Class,Home Office,United States,Peoria,Arizona,85345,West,Office Supplies,Binders,OFF-BI-10003707,10,10,2,4,0.4,9.6,-0.40000000000000036
2042,2023-08-04,Standard Class,Home Office,United States,Peoria,Arizona,85345,West,Furniture,Furnishings,FUR-FU-10004973,70,80,5,5,4.0,76.0,6.0
2043,2023-09-13,Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Binders,OFF-BI-10004817,50,60,6,2,1.2,58.8,8.799999999999997
2044,2023-06-25,Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Office Supplies,Art,OFF-AR-10001860,40,40,7,3,1.2,38.8,-1.2000000000000028
2045,2023-02-12,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10001639,20,20,3,4,0.8,19.2,-0.8000000000000007
2046,2023-10-19,Standard Class,Corporate,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Appliances,OFF-AP-10004487,130,160,2,4,6.4,153.6,23.599999999999994
2047,2023-12-12,Standard Class,Corporate,United States,Perth Amboy,New Jersey,8861,East,Technology,Phones,TEC-PH-10001760,500,600,3,4,24.0,576.0,76.0
2048,2023-06-10,Standard Class,Corporate,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Paper,OFF-PA-10004071,50,60,1,4,2.4,57.6,7.600000000000001
2049,2022-02-12,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10004848,230,290,7,2,5.8,284.2,54.19999999999999
2050,2023-02-07,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10004022,0,0,3,2,0.0,0.0,0.0
2051,2023-05-13,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10003669,10,10,4,4,0.4,9.6,-0.40000000000000036
2052,2022-12-31,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,FUR-CH-10003833,280,340,8,4,13.6,326.4,46.39999999999998
2053,2023-12-12,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,OFF-AR-10003732,10,10,5,3,0.3,9.7,-0.3000000000000007
2054,2022-01-30,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10003142,30,30,6,5,1.5,28.5,-1.5
2055,2022-03-19,Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,FUR-FU-10001196,20,20,3,4,0.8,19.2,-0.8000000000000007
2056,2022-03-03,First Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Accessories,TEC-AC-10001114,170,200,5,4,8.0,192.0,22.0
2057,2023-09-03,First Class,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,FUR-CH-10002335,1510,1590,7,3,47.699999999999996,1542.3,32.299999999999955
2058,2023-04-12,First Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Accessories,TEC-AC-10000844,60,80,1,4,3.2,76.8,16.799999999999997
2059,2023-12-22,First Class,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Tables,FUR-TA-10004534,370,410,2,4,16.4,393.6,23.600000000000023
2060,2022-05-06,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Fasteners,OFF-FA-10002975,10,10,3,3,0.3,9.7,-0.3000000000000007
2061,2022-05-02,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Storage,OFF-ST-10003996,70,80,5,5,4.0,76.0,6.0
2062,2022-01-22,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10002571,20,20,2,2,0.4,19.6,-0.3999999999999986
2063,2023-01-17,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10000477,50,60,13,5,3.0,57.0,7.0
2064,2023-11-22,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10004209,20,20,3,5,1.0,19.0,-1.0
2065,2022-03-31,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Storage,OFF-ST-10001963,360,410,4,3,12.299999999999999,397.7,37.69999999999999
2066,2022-01-02,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Chairs,FUR-CH-10003833,130,150,3,2,3.0,147.0,17.0
2067,2022-05-04,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Accessories,TEC-AC-10004568,210,250,9,3,7.5,242.5,32.5
2068,2022-09-01,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Art,OFF-AR-10001419,10,10,3,3,0.3,9.7,-0.3000000000000007
2069,2023-06-11,Standard Class,Consumer,United States,Pomona,California,91767,West,Technology,Accessories,TEC-AC-10002800,190,200,4,4,8.0,192.0,2.0
2070,2023-09-09,Standard Class,Consumer,United States,Pomona,California,91767,West,Furniture,Tables,FUR-TA-10003954,580,710,3,3,21.3,688.7,108.70000000000005
2071,2022-07-02,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10000301,0,0,1,2,0.0,0.0,0.0
2072,2023-02-12,Standard Class,Consumer,United States,Ontario,California,91761,West,Furniture,Chairs,FUR-CH-10003956,240,280,5,4,11.200000000000001,268.8,28.80000000000001
2073,2023-04-04,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10002954,10,10,2,5,0.5,9.5,-0.5
2074,2022-04-25,Second Class,Home Office,United States,Brentwood,California,94513,West,Technology,Accessories,TEC-AC-10003289,50,60,3,2,1.2,58.8,8.799999999999997
2075,2023-10-02,Second Class,Home Office,United States,Brentwood,California,94513,West,Technology,Phones,TEC-PH-10002468,640,760,7,2,15.200000000000001,744.8,104.79999999999995
2076,2023-09-15,Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,FUR-FU-10001861,50,60,3,3,1.7999999999999998,58.2,8.200000000000003
2077,2023-01-04,First Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,OFF-PA-10004082,40,40,5,4,1.6,38.4,-1.6000000000000014
2078,2023-07-18,First Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Appliances,OFF-AP-10000358,80,90,7,3,2.6999999999999997,87.3,7.299999999999997
2079,2023-04-07,First Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,OFF-PA-10004243,70,90,5,4,3.6,86.4,16.400000000000006
2080,2023-01-19,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,OFF-PA-10001295,100,110,7,4,4.4,105.6,5.599999999999994
2081,2023-10-25,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,TEC-PH-10002170,100,110,2,2,2.2,107.8,7.799999999999997
2082,2022-08-05,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Furnishings,FUR-FU-10002885,10,10,2,3,0.3,9.7,-0.3000000000000007
2083,2022-03-17,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,OFF-PA-10002870,40,40,6,4,1.6,38.4,-1.6000000000000014
2084,2023-02-22,Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Labels,OFF-LA-10003923,20,20,2,2,0.4,19.6,-0.3999999999999986
2085,2023-09-12,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,OFF-LA-10003510,110,120,4,4,4.8,115.2,5.200000000000003
2086,2023-12-28,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,OFF-LA-10000248,20,20,5,4,0.8,19.2,-0.8000000000000007
2087,2022-07-09,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,OFF-ST-10000060,270,320,5,5,16.0,304.0,34.0
2088,2023-11-16,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10003129,140,150,3,4,6.0,144.0,4.0
2089,2022-04-27,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Fasteners,OFF-FA-10004076,0,0,2,4,0.0,0.0,0.0
2090,2023-02-12,Standard Class,Corporate,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Labels,OFF-LA-10004008,10,10,2,2,0.2,9.8,-0.1999999999999993
2091,2022-10-31,Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Binders,OFF-BI-10004094,30,30,3,4,1.2,28.8,-1.1999999999999993
2092,2023-09-21,Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Tables,FUR-TA-10004607,250,310,3,2,6.2,303.8,53.80000000000001
2093,2022-06-09,Standard Class,Home Office,United States,Moorhead,Minnesota,56560,Central,Furniture,Chairs,FUR-CH-10004289,430,480,5,3,14.399999999999999,465.6,35.60000000000002
2094,2022-06-27,Second Class,Consumer,United States,Farmington,New Mexico,87401,West,Office Supplies,Supplies,OFF-SU-10004498,10,10,1,3,0.3,9.7,-0.3000000000000007
2095,2023-08-08,Standard Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Art,OFF-AR-10001177,10,10,5,3,0.3,9.7,-0.3000000000000007
2096,2023-10-25,Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,OFF-BI-10001718,470,510,8,5,25.5,484.5,14.5
2097,2022-11-28,Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,OFF-AR-10004602,80,90,4,4,3.6,86.4,6.400000000000006
2098,2022-04-26,Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,OFF-AR-10003856,10,10,3,2,0.2,9.8,-0.1999999999999993
2099,2023-04-02,Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Storage,OFF-ST-10000649,40,40,3,3,1.2,38.8,-1.2000000000000028
2100,2023-08-30,Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Accessories,TEC-AC-10002926,240,280,7,3,8.4,271.6,31.600000000000023
2101,2022-03-03,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Storage,OFF-ST-10000078,520,640,3,2,12.8,627.2,107.20000000000005
2102,2022-11-21,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Art,OFF-AR-10001044,80,80,4,3,2.4,77.6,-2.4000000000000057
2103,2022-09-04,Same Day,Home Office,United States,Tucson,Arizona,85705,West,Furniture,Chairs,FUR-CH-10002372,220,260,4,3,7.8,252.2,32.19999999999999
2104,2023-10-23,Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10000357,180,220,4,5,11.0,209.0,29.0
2105,2023-12-26,Second Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10001266,30,30,2,3,0.8999999999999999,29.1,-0.8999999999999986
2106,2022-07-01,Standard Class,Consumer,United States,Boynton Beach,Florida,33437,South,Office Supplies,Paper,OFF-PA-10004888,20,20,3,2,0.4,19.6,-0.3999999999999986
2107,2022-11-30,Same Day,Corporate,United States,Mesquite,Texas,75150,Central,Office Supplies,Binders,OFF-BI-10003460,0,0,1,3,0.0,0.0,0.0
2108,2022-03-02,Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Paper,OFF-PA-10000157,20,20,1,4,0.8,19.2,-0.8000000000000007
2109,2022-12-09,Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Binders,OFF-BI-10004519,340,400,3,3,12.0,388.0,48.0
2110,2022-05-08,Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Art,OFF-AR-10004272,10,10,3,2,0.2,9.8,-0.1999999999999993
2111,2023-07-25,Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Fasteners,OFF-FA-10000585,20,20,5,2,0.4,19.6,-0.3999999999999986
2112,2022-09-09,Same Day,Consumer,United States,Redlands,California,92374,West,Furniture,Chairs,FUR-CH-10004218,300,320,4,2,6.4,313.6,13.600000000000023
2113,2022-11-13,Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Supplies,OFF-SU-10004231,20,30,3,4,1.2,28.8,8.8
2114,2022-11-14,Same Day,Consumer,United States,Redlands,California,92374,West,Technology,Phones,TEC-PH-10001578,1090,1300,4,3,39.0,1261.0,171.0
2115,2023-06-19,Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Storage,OFF-ST-10003638,50,50,2,4,2.0,48.0,-2.0
2116,2023-10-03,Same Day,Consumer,United States,Redlands,California,92374,West,Furniture,Bookcases,FUR-BO-10002213,370,430,1,2,8.6,421.4,51.39999999999998
2117,2022-09-18,Second Class,Consumer,United States,Rochester,New York,14609,East,Furniture,Tables,FUR-TA-10001307,180,210,1,3,6.3,203.7,23.69999999999999
2118,2023-11-24,Standard Class,Consumer,United States,Stockton,California,95207,West,Office Supplies,Paper,OFF-PA-10002222,140,160,7,4,6.4,153.6,13.599999999999994
